Task_ID,Project_ID,Employee_ID,Employee_Name,Task_Name,Assigned_Date,Due_Date,Completed_Date,Hours_Worked,Estimated_Hours,Task_Status,Task_Priority,Task_Type,Bug_Count,Rework_Hours,Is_Completed,Is_Late,Hours_Variance,Efficiency_Ratio,Project_Name,Project_Manager,Team_Name,Department,Project_Type,Start_Date,End_Date,Planned_End_Date,Status,Priority,Budget,Actual_Cost,Progress_%,Risk_Level,Client,Team_Size,Delay_Days,Cost_Variance,Cost_Variance_%,Is_Delayed,Is_Over_Budget
TSK000011,PRJ0001,EMP0485,Saanvi Krishnan,Testing task #12,2025-03-04,2025-03-15,,25.5,42.2,In Progress,Medium,Research,0,0.0,False,False,-16.700000000000003,1.65,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000012,PRJ0001,EMP0306,Ishaan Reddy,Design task #13,2025-01-14,2025-01-17,2025-01-20,21.7,24.2,Completed,Medium,Testing,1,2.1,True,True,-2.5,1.12,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000013,PRJ0001,EMP0406,Saanvi Das,Testing task #14,2025-06-15,2025-06-18,2025-06-17,23.3,17.6,Completed,Low,Design,0,0.0,True,False,5.699999999999999,0.76,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000014,PRJ0001,EMP0512,Navya Krishnan,Testing task #15,2024-12-18,2024-12-30,,6.3,42.4,To Do,Low,Research,1,0.9,False,False,-36.1,6.73,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000015,PRJ0001,EMP0239,Meera Krishnan,Design task #16,2025-02-14,2025-02-27,2025-03-01,64.6,59.0,Completed,Medium,Development,1,2.2,True,True,5.599999999999994,0.91,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000016,PRJ0001,EMP0497,Ira Sharma,Deployment task #17,2025-05-24,2025-06-04,2025-06-07,32.5,28.5,Completed,High,Research,0,0.0,True,True,4.0,0.88,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000017,PRJ0001,EMP0282,Veer Nair,Research task #18,2025-06-25,2025-07-14,2025-07-14,44.2,37.5,Completed,Low,Bug Fix,3,7.6,True,False,6.700000000000003,0.85,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000018,PRJ0001,EMP0190,Kabir Verma,Bug Fix task #19,2024-11-29,2024-12-12,2024-12-11,35.4,38.7,Completed,Low,Research,0,0.0,True,False,-3.3000000000000043,1.09,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000019,PRJ0001,EMP0565,Veer Sharma,Design task #20,2025-01-03,2025-01-15,2025-01-16,37.9,38.3,Completed,Low,Development,1,2.1,True,True,-0.3999999999999986,1.01,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000020,PRJ0001,EMP0207,Veer Singh,Code Review task #21,2024-12-22,2024-12-27,2024-12-27,39.9,31.2,Completed,Low,Deployment,1,1.7,True,False,8.7,0.78,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000021,PRJ0001,EMP0227,Shaurya Gupta,Research task #22,2025-04-29,2025-05-01,,27.6,44.2,In Progress,High,Development,0,0.0,False,False,-16.6,1.6,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000022,PRJ0001,EMP0370,Aarav Krishnan,Development task #23,2025-04-16,2025-05-01,2025-05-01,64.5,45.6,Completed,High,Testing,0,0.0,True,False,18.9,0.71,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000023,PRJ0001,EMP0312,Navya Das,Documentation task #24,2024-12-14,2025-01-01,2025-01-01,77.0,56.9,Completed,High,Design,0,0.0,True,False,20.1,0.74,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000024,PRJ0001,EMP0572,Aryan Rao,Bug Fix task #25,2025-06-04,2025-06-09,2025-06-14,43.0,35.3,Completed,Low,Design,0,0.0,True,True,7.700000000000003,0.82,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000025,PRJ0001,EMP0185,Kabir Malhotra,Deployment task #26,2025-04-14,2025-04-26,2025-04-27,31.3,26.5,Completed,Medium,Bug Fix,2,5.7,True,True,4.800000000000001,0.85,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000026,PRJ0001,EMP0441,Anika Verma,Deployment task #27,2025-06-24,2025-07-15,2025-07-13,53.1,44.6,Completed,Medium,Research,2,3.8,True,False,8.5,0.84,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000027,PRJ0001,EMP0407,Kabir Malhotra,Code Review task #28,2024-11-25,2024-12-06,2024-12-07,52.1,44.7,Completed,Low,Documentation,0,0.0,True,True,7.399999999999999,0.86,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000028,PRJ0001,EMP0323,Kabir Krishnan,Development task #29,2024-11-30,2024-12-10,,25.7,47.2,To Do,Medium,Deployment,0,0.0,False,False,-21.500000000000004,1.84,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000029,PRJ0001,EMP0160,Aadhya Kumar,Documentation task #30,2024-12-30,2025-01-19,2025-01-18,17.5,18.8,Completed,High,Testing,0,0.0,True,False,-1.3000000000000007,1.07,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000030,PRJ0001,EMP0333,Aditya Krishnan,Code Review task #31,2025-06-15,2025-07-02,2025-07-02,40.9,31.0,Completed,Low,Bug Fix,2,5.5,True,False,9.899999999999999,0.76,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000031,PRJ0001,EMP0081,Ira Malhotra,Documentation task #32,2025-06-12,2025-06-24,2025-07-06,10.2,7.1,Completed,High,Development,1,2.7,True,True,3.0999999999999996,0.7,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000032,PRJ0001,EMP0392,Navya Sharma,Design task #33,2024-12-08,2024-12-11,2024-12-10,25.5,21.1,Completed,Low,Bug Fix,0,0.0,True,False,4.399999999999999,0.83,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000033,PRJ0001,EMP0457,Kavya Menon,Deployment task #34,2025-06-05,2025-06-23,2025-06-23,40.6,37.3,Completed,Low,Research,0,0.0,True,False,3.3000000000000043,0.92,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000034,PRJ0001,EMP0586,Dhruv Krishnan,Design task #35,2025-06-03,2025-06-17,2025-06-16,7.2,6.8,Completed,Medium,Documentation,0,0.0,True,False,0.40000000000000036,0.94,Cloud Migration - Healthcare Client C #1,Karthik Iyer,Pulsar,AI/ML,Cloud Migration,2024-11-25,2025-07-04,2025-07-06,Completed,Medium,261125.59,254767.08,100.0,High,Healthcare Client C,14,0,-6358.510000000009,-2.44,False,False
TSK000035,PRJ0002,EMP0405,Aadhya Kumar,Testing task #36,2023-07-12,2023-07-30,2023-07-30,27.1,35.4,Completed,Low,Bug Fix,0,0.0,True,False,-8.299999999999997,1.31,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000036,PRJ0002,EMP0434,Kavya Malhotra,Deployment task #37,2023-10-07,2023-10-19,2023-10-18,30.3,23.5,Completed,High,Research,0,0.0,True,False,6.800000000000001,0.78,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000037,PRJ0002,EMP0150,Aryan Bose,Testing task #38,2023-11-14,2023-11-23,2023-11-28,6.7,6.5,Completed,High,Development,0,0.0,True,True,0.20000000000000018,0.97,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000038,PRJ0002,EMP0249,Sara Nair,Documentation task #39,2023-06-17,2023-06-28,2023-06-26,69.8,52.7,Completed,High,Documentation,1,1.6,True,False,17.099999999999994,0.76,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000039,PRJ0002,EMP0209,Sara Nair,Development task #40,2023-08-13,2023-09-03,2023-09-15,0.0,34.7,Completed,Medium,Design,0,0.0,True,True,-34.7,,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000040,PRJ0002,EMP0062,Ishaan Bose,Code Review task #41,2023-08-26,2023-09-16,2023-09-15,17.0,15.2,Completed,High,Deployment,0,0.0,True,False,1.8000000000000007,0.89,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000041,PRJ0002,EMP0111,Ira Kumar,Deployment task #42,2023-04-12,2023-04-26,2023-04-26,21.3,20.4,Completed,Medium,Testing,0,0.0,True,False,0.9000000000000021,0.96,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000042,PRJ0002,EMP0191,Aditya Krishnan,Research task #43,2023-07-13,2023-07-29,2023-08-06,42.9,32.0,Completed,Medium,Design,2,5.6,True,True,10.899999999999999,0.75,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000043,PRJ0002,EMP0019,Advait Kumar,Development task #44,2023-09-27,2023-10-10,2023-10-09,38.6,42.3,Completed,High,Code Review,0,0.0,True,False,-3.6999999999999957,1.1,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000044,PRJ0002,EMP0397,Rudra Bose,Documentation task #45,2023-04-18,2023-04-28,2023-04-30,57.3,56.9,Completed,Medium,Documentation,2,1.7,True,True,0.3999999999999986,0.99,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000045,PRJ0002,EMP0587,Rudra Kapoor,Documentation task #46,2023-06-20,2023-07-01,,12.8,27.9,Blocked,Low,Code Review,0,0.0,False,False,-15.099999999999998,2.18,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000046,PRJ0002,EMP0537,Aryan Pillai,Testing task #47,2023-06-11,2023-06-17,2023-06-20,34.0,28.1,Completed,Low,Deployment,0,0.0,True,True,5.899999999999999,0.83,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000047,PRJ0002,EMP0150,Aryan Bose,Code Review task #48,2023-04-18,2023-05-03,,21.3,46.9,Blocked,Low,Documentation,0,0.0,False,False,-25.599999999999998,2.2,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000048,PRJ0002,EMP0110,Veer Verma,Documentation task #49,2023-06-09,2023-06-30,2023-06-30,17.8,14.3,Completed,High,Development,0,0.0,True,False,3.5,0.8,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000049,PRJ0002,EMP0368,Sara Singh,Bug Fix task #50,2023-05-13,2023-05-30,2023-05-31,62.1,42.5,Completed,Medium,Research,1,2.1,True,True,19.6,0.68,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000050,PRJ0002,EMP0141,Aarav Pillai,Documentation task #51,2023-06-25,2023-06-28,2023-06-27,23.3,14.8,Completed,High,Documentation,0,0.0,True,False,8.5,0.64,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000051,PRJ0002,EMP0210,Saanvi Krishnan,Documentation task #52,2023-05-06,2023-05-22,2023-05-24,15.9,13.9,Completed,Medium,Bug Fix,0,0.0,True,True,2.0,0.87,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000052,PRJ0002,EMP0043,Navya Gupta,Development task #53,2023-10-14,2023-10-28,2023-10-29,60.6,44.3,Completed,High,Testing,0,0.0,True,True,16.300000000000004,0.73,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000053,PRJ0002,EMP0463,Aditya Verma,Bug Fix task #54,2023-11-22,2023-11-25,2023-11-26,46.3,50.3,Completed,High,Development,1,3.0,True,True,-4.0,1.09,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000054,PRJ0002,EMP0195,Dhruv Kapoor,Development task #55,2023-08-30,2023-09-10,2023-09-10,27.4,28.6,Completed,High,Design,0,0.0,True,False,-1.2000000000000028,1.04,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000055,PRJ0002,EMP0475,Aarav Iyer,Design task #56,2023-11-20,2023-12-08,2023-12-06,12.7,9.1,Completed,Medium,Bug Fix,0,0.0,True,False,3.5999999999999996,0.72,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000056,PRJ0002,EMP0332,Aryan Sharma,Design task #57,2023-11-19,2023-12-05,2023-12-17,7.2,5.4,Completed,High,Testing,1,1.6,True,True,1.7999999999999998,0.75,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000057,PRJ0002,EMP0094,Advait Reddy,Design task #58,2023-05-31,2023-06-13,2023-06-13,58.1,43.5,Completed,Medium,Bug Fix,0,0.0,True,False,14.600000000000001,0.75,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000058,PRJ0002,EMP0045,Arnav Kapoor,Development task #59,2023-06-29,2023-07-19,2023-07-21,81.3,55.1,Completed,Medium,Code Review,2,1.7,True,True,26.199999999999996,0.68,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000059,PRJ0002,EMP0317,Riya Sharma,Research task #60,2023-11-17,2023-11-24,2023-11-24,16.5,20.2,Completed,Medium,Research,2,4.1,True,False,-3.6999999999999993,1.22,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000060,PRJ0002,EMP0557,Ira Verma,Testing task #61,2023-04-05,2023-04-22,2023-04-30,46.7,38.0,Completed,High,Development,0,0.0,True,True,8.700000000000003,0.81,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
TSK000061,PRJ0002,EMP0251,Yuvan Malhotra,Design task #62,2023-08-23,2023-09-11,2023-09-13,34.3,38.7,Completed,Low,Code Review,1,0.6,True,True,-4.400000000000006,1.13,Data Pipeline - Logistics Client E #2,Ananya Rao,Zenith,Cloud Infrastructure,Data Pipeline,2023-04-03,2023-12-18,2023-12-21,Completed,High,59601.78,52236.9,100.0,Medium,Logistics Client E,7,0,-7364.879999999997,-12.36,False,False
